ID,Date,Block,"Primary Type",Description,"Location Description",Arrest,Domestic,District,Latitude,Longitude
9788335,"09/21/2014 10:05:00 PM","016XX N MEADE AVE","CRIMINAL DAMAGE","TO PROPERTY",APARTMENT,FALSE,FALSE,25,41.910620185,-87.777551742
9788648,"09/21/2014 10:00:00 PM","033XX W LAWRENCE AVE","CRIMINAL DAMAGE","CRIMINAL DEFACEMENT","CTA GARAGE / OTHER PROPERTY",FALSE,FALSE,17,41.968295824,-87.712796037
9788721,"09/21/2014 10:00:00 PM","071XX S HONORE ST",BATTERY,"DOMESTIC BATTERY SIMPLE",RESIDENCE,TRUE,TRUE,7,41.764309632,-87.670017318
9788748,"09/21/2014 10:00:00 PM","033XX W ARTHINGTON ST",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,11,41.8699021,-87.709871462
9788829,"09/21/2014 10:00:00 PM","036XX W WRIGHTWOOD AVE",THEFT,"$500 AND UNDER","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,25,41.928140282,-87.717488602
9788916,"09/21/2014 10:00:00 PM","101XX S STATE ST",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,5,41.709465107,-87.6237142
9788923,"09/21/2014 10:00:00 PM","013XX W RANDOLPH ST",THEFT,"OVER $500","BAR OR TAVERN",FALSE,FALSE,12,41.884406185,-87.660877352
9789144,"09/21/2014 10:00:00 PM","084XX S MARQUETTE AVE","OFFENSE INVOLVING CHILDREN","CHILD ABUSE",RESIDENCE,FALSE,FALSE,4,41.742307922,-87.558943022
9789386,"09/21/2014 10:00:00 PM","027XX N MC VICKER AVE","MOTOR VEHICLE THEFT",AUTOMOBILE,STREET,FALSE,FALSE,25,41.930583299,-87.777308656
9789578,"09/21/2014 10:00:00 PM","025XX S CHRISTIANA AVE","MOTOR VEHICLE THEFT",AUTOMOBILE,STREET,FALSE,FALSE,10,41.84609306,-87.708887859
9790535,"09/21/2014 10:00:00 PM","016XX E 82ND ST",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,4,41.746143603,-87.584903442
9799908,"09/21/2014 10:00:00 PM","036XX N MOZART ST",BURGLARY,"FORCIBLE ENTRY",RESIDENCE-GARAGE,FALSE,FALSE,,,
9795928,"09/21/2014 10:00:00 PM","010XX W WILSON AVE",THEFT,"FROM BUILDING",RESTAURANT,FALSE,FALSE,19,41.965307702,-87.656048766
9788328,"09/21/2014 10:00:00 PM","029XX W ADAMS ST","CRIMINAL DAMAGE","TO PROPERTY",APARTMENT,FALSE,TRUE,11,41.878191728,-87.700203342
9788368,"09/21/2014 10:00:00 PM","084XX S THROOP ST",BATTERY,"DOMESTIC BATTERY SIMPLE",RESIDENCE,FALSE,TRUE,6,41.740270284,-87.656037024
9788421,"09/21/2014 10:00:00 PM","043XX N CLARENDON AVE","CRIMINAL DAMAGE","TO PROPERTY",APARTMENT,FALSE,FALSE,19,41.961637102,-87.649759923
9788428,"09/21/2014 10:00:00 PM","017XX N KEATING AVE",ASSAULT,"AGGRAVATED:KNIFE/CUTTING INSTR",RESIDENCE,FALSE,TRUE,25,41.912483969,-87.744602255
9788454,"09/21/2014 10:00:00 PM","073XX S TALMAN AVE","MOTOR VEHICLE THEFT",AUTOMOBILE,STREET,FALSE,FALSE,8,41.759740714,-87.689372756
9788592,"09/21/2014 10:00:00 PM","042XX W NELSON ST","CRIMINAL DAMAGE","TO VEHICLE",STREET,FALSE,FALSE,25,41.936383558,-87.73506555
9788295,"09/21/2014 09:50:00 PM","042XX W DIVISION ST",NARCOTICS,"POSS: HEROIN(WHITE)",SIDEWALK,TRUE,FALSE,11,41.902476246,-87.731466364
9791336,"09/21/2014 09:45:00 PM","009XX S CLARK ST","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION",RESIDENCE,FALSE,TRUE,1,41.870443941,-87.630704167
9788319,"09/21/2014 09:41:00 PM","013XX W HASTINGS ST","INTERFERENCE WITH PUBLIC OFFICER","OBSTRUCTING JUSTICE","CHA PARKING LOT/GROUNDS",TRUE,FALSE,12,41.864388659,-87.659772866
9788274,"09/21/2014 09:40:00 PM","048XX W MAYPOLE AVE",NARCOTICS,"MANU/DELIVER: HALLUCINOGEN",SIDEWALK,TRUE,FALSE,15,41.884544977,-87.746772115
9788247,"09/21/2014 09:35:00 PM","048XX W JACKSON BLVD",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",SIDEWALK,TRUE,FALSE,15,41.876655103,-87.746741453
9788268,"09/21/2014 09:35:00 PM","025XX E 75TH ST",NARCOTICS,"POSS: CRACK",SIDEWALK,TRUE,FALSE,3,41.759149887,-87.562237147
9788260,"09/21/2014 09:33:00 PM","056XX S GREEN ST",BATTERY,"DOMESTIC BATTERY SIMPLE",APARTMENT,TRUE,TRUE,7,41.791932457,-87.646457821
9788309,"09/21/2014 09:31:00 PM","089XX S CLYDE AVE",ASSAULT,"AGGRAVATED: HANDGUN",RESIDENCE,FALSE,FALSE,4,41.733257306,-87.573343856
9791364,"09/21/2014 09:30:00 PM","081XX S ESCANABA AVE",ROBBERY,"STRONGARM - NO WEAPON","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,4,41.747122083,-87.554168969
9788261,"09/21/2014 09:30:00 PM","051XX W THOMAS ST",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",STREET,TRUE,FALSE,15,41.900545649,-87.754141209
9788290,"09/21/2014 09:30:00 PM","050XX N MENARD AVE",THEFT,"$500 AND UNDER","RESIDENTIAL YARD (FRONT/BACK)",FALSE,FALSE,16,41.972812194,-87.773536233
9788362,"09/21/2014 09:30:00 PM","026XX S CALIFORNIA AVE",THEFT,"OVER $500",STREET,FALSE,FALSE,10,41.844476425,-87.695357404
9788555,"09/21/2014 09:30:00 PM","097XX S GENOA AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,22,41.717188302,-87.651012325
9788560,"09/21/2014 09:30:00 PM","010XX W 104TH PL",ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,,,
9788741,"09/21/2014 09:30:00 PM","115XX S ABERDEEN ST",THEFT,"OVER $500","DRIVEWAY - RESIDENTIAL",FALSE,FALSE,5,41.683351203,-87.64924662
9788749,"09/21/2014 09:30:00 PM","054XX S MILLARD AVE","MOTOR VEHICLE THEFT",AUTOMOBILE,STREET,FALSE,FALSE,8,41.794008213,-87.714747754
9788874,"09/21/2014 09:30:00 PM","013XX N MASSASOIT AVE","MOTOR VEHICLE THEFT",AUTOMOBILE,STREET,FALSE,FALSE,25,41.905283352,-87.769255418
9788272,"09/21/2014 09:25:00 PM","038XX W ROOSEVELT RD","CRIMINAL TRESPASS","TO LAND","GAS STATION",TRUE,FALSE,10,41.866127466,-87.720338285
9788325,"09/21/2014 09:24:00 PM","078XX S LAFLIN ST","CRIMINAL DAMAGE","TO VEHICLE",STREET,TRUE,FALSE,6,41.750814173,-87.661690788
9788398,"09/21/2014 09:20:00 PM","002XX W CERMAK RD",BURGLARY,"FORCIBLE ENTRY","SMALL RETAIL STORE",FALSE,FALSE,9,41.852729366,-87.632880159
9788557,"09/21/2014 09:15:00 PM","093XX S WINCHESTER AVE",THEFT,"$500 AND UNDER",RESIDENCE,FALSE,FALSE,,,
9788266,"09/21/2014 09:15:00 PM","091XX S ELLIS AVE",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",SIDEWALK,TRUE,FALSE,4,41.728639399,-87.599639535
9788293,"09/21/2014 09:15:00 PM","061XX N ROCKWELL ST",BATTERY,SIMPLE,"RESIDENCE PORCH/HALLWAY",FALSE,FALSE,24,41.992507702,-87.694745705
9788329,"09/21/2014 09:13:00 PM","019XX S PULASKI RD",NARCOTICS,"POSS: HEROIN(WHITE)",SIDEWALK,TRUE,FALSE,10,41.854651006,-87.724988464
9788300,"09/21/2014 09:10:00 PM","005XX E 35TH ST",THEFT,"$500 AND UNDER",SIDEWALK,FALSE,FALSE,2,41.83132794,-87.610899609
9788264,"09/21/2014 09:08:00 PM","012XX W FOSTER AVE",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",STREET,TRUE,FALSE,20,41.976408869,-87.661333574
9788265,"09/21/2014 09:06:00 PM","081XX S BURNHAM AVE",BATTERY,"DOMESTIC BATTERY SIMPLE",RESIDENCE,TRUE,TRUE,4,41.748045013,-87.55631989
9789639,"09/21/2014 09:00:00 PM","063XX S LA CROSSE AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,8,41.777723016,-87.743336036
9788289,"09/21/2014 09:00:00 PM","037XX S WOOD ST","CRIMINAL DAMAGE","TO VEHICLE",STREET,FALSE,FALSE,9,41.82611167,-87.670142912
9788413,"09/21/2014 09:00:00 PM","052XX W CRYSTAL ST",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,25,41.903022956,-87.757814272
9788641,"09/21/2014 09:00:00 PM","097XX S GENOA AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,22,41.717188302,-87.651012325
9788675,"09/21/2014 09:00:00 PM","059XX N CLARK ST","CRIMINAL DAMAGE","TO VEHICLE",STREET,FALSE,TRUE,20,41.988833077,-87.670038274
9788695,"09/21/2014 09:00:00 PM","043XX W WEST END AVE","CRIMINAL DAMAGE","TO VEHICLE","VEHICLE NON-COMMERCIAL",FALSE,FALSE,11,41.883142867,-87.735107119
9788999,"09/21/2014 09:00:00 PM","039XX W 26TH ST",BATTERY,"DOMESTIC BATTERY SIMPLE",APARTMENT,FALSE,TRUE,10,41.844150953,-87.723858478
9792478,"09/21/2014 09:00:00 PM","080XX S PHILLIPS AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,4,41.74899061,-87.565121846
9788267,"09/21/2014 08:55:00 PM","031XX S SPRINGFIELD AVE","CRIMINAL DAMAGE","TO VEHICLE",STREET,FALSE,FALSE,10,41.83548579,-87.722025195
9788269,"09/21/2014 08:55:00 PM","058XX W HIGGINS AVE","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT",SIDEWALK,TRUE,FALSE,16,41.972171251,-87.774909831
9788400,"09/21/2014 08:50:00 PM","036XX S MAPLEWOOD AVE",ASSAULT,"AGGRAVATED: HANDGUN",RESIDENCE,TRUE,FALSE,9,41.82783698,-87.688797171
9796086,"09/21/2014 08:48:00 PM","044XX S INDIANA AVE",BURGLARY,"UNLAWFUL ENTRY",APARTMENT,FALSE,FALSE,2,41.813707176,-87.621478921
9789288,"09/21/2014 08:45:00 PM","080XX S SAWYER AVE","OTHER OFFENSE","OTHER VEHICLE OFFENSE",STREET,FALSE,TRUE,,,
9788253,"09/21/2014 08:37:00 PM","057XX S LAFLIN ST",ASSAULT,"AGGRAVATED: HANDGUN",STREET,FALSE,FALSE,7,41.789434751,-87.662175193
9788474,"09/21/2014 08:37:00 PM","055XX W PARKER AVE",BATTERY,"DOMESTIC BATTERY SIMPLE",RESIDENCE,FALSE,TRUE,,,
9788257,"09/21/2014 08:36:00 PM","049XX N WINTHROP AVE","OTHER OFFENSE","PAROLE VIOLATION","VEHICLE NON-COMMERCIAL",TRUE,FALSE,20,41.971709514,-87.657841687
9788241,"09/21/2014 08:35:00 PM","013XX W HURON ST",BATTERY,SIMPLE,STREET,TRUE,FALSE,12,41.894239549,-87.661005604
9789630,"09/21/2014 08:30:00 PM","078XX S ELLIS AVE",BATTERY,SIMPLE,STREET,FALSE,TRUE,6,41.752729902,-87.600222819
9803390,"09/21/2014 08:30:00 PM","016XX N HUDSON AVE",THEFT,"OVER $500",APARTMENT,FALSE,FALSE,18,41.912693116,-87.640002684
9794397,"09/21/2014 08:30:00 PM","076XX S LUELLA AVE",THEFT,"$500 AND UNDER","RESIDENCE PORCH/HALLWAY",FALSE,FALSE,4,41.75695315,-87.569850102
9788273,"09/21/2014 08:30:00 PM","008XX W AINSLIE ST","CRIMINAL DAMAGE","TO PROPERTY",RESIDENCE,FALSE,FALSE,20,41.971729626,-87.651957717
9789101,"09/21/2014 08:30:00 PM","018XX W DIVERSEY PKWY",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,19,41.932221103,-87.674506025
9789349,"09/21/2014 08:30:00 PM","079XX S KENWOOD AVE",BATTERY,"AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON",SIDEWALK,FALSE,TRUE,,,
9789403,"09/21/2014 08:30:00 PM","055XX N PAULINA ST",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,20,41.982953227,-87.672107491
9789443,"09/21/2014 08:30:00 PM","043XX N MONITOR AVE",BURGLARY,"UNLAWFUL ENTRY",RESIDENCE-GARAGE,FALSE,FALSE,16,41.959163433,-87.773166714
9788288,"09/21/2014 08:20:00 PM","056XX N AUSTIN AVE",ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,16,41.983489033,-87.777878425
9788234,"09/21/2014 08:19:00 PM","0000X W 87TH ST",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS","CTA STATION",TRUE,FALSE,6,41.736169954,-87.625032414
9788297,"09/21/2014 08:15:00 PM","029XX N LUNA AVE","WEAPONS VIOLATION","UNLAWFUL POSS OF HANDGUN",RESIDENCE-GARAGE,TRUE,FALSE,25,41.933800886,-87.765251855
9788222,"09/21/2014 08:15:00 PM","037XX W POTOMAC AVE","OTHER OFFENSE","PAROLE VIOLATION",SIDEWALK,TRUE,FALSE,25,41.904647864,-87.719202188
9788229,"09/21/2014 08:15:00 PM","051XX S PRINCETON AVE","OTHER OFFENSE","PAROLE VIOLATION",SIDEWALK,TRUE,FALSE,9,41.801051912,-87.633307553
9788188,"09/21/2014 08:14:00 PM","003XX N LARAMIE AVE",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",SIDEWALK,TRUE,FALSE,15,41.886929856,-87.755457769
9788217,"09/21/2014 08:05:00 PM","005XX W MADISON ST",NARCOTICS,"POSS: HEROIN(WHITE)",SIDEWALK,TRUE,FALSE,1,41.881775562,-87.63983761
9788250,"09/21/2014 08:05:00 PM","016XX S HAMLIN AVE","OTHER OFFENSE","TELEPHONE THREAT",APARTMENT,FALSE,TRUE,10,41.858031027,-87.720173337
9788311,"09/21/2014 08:00:00 PM","001XX N ASHLAND AVE",BATTERY,SIMPLE,"PARK PROPERTY",FALSE,FALSE,12,41.884829101,-87.667049828
9788371,"09/21/2014 08:00:00 PM","104XX S AVENUE J",THEFT,"OVER $500","RESIDENTIAL YARD (FRONT/BACK)",FALSE,FALSE,4,41.705703165,-87.533930586
9788584,"09/21/2014 08:00:00 PM","012XX S PRAIRIE AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,1,41.866453645,-87.621764176
9788672,"09/21/2014 08:00:00 PM","037XX N MOZART ST",BURGLARY,"UNLAWFUL ENTRY",RESIDENCE-GARAGE,FALSE,FALSE,17,41.949683223,-87.699485358
9788780,"09/21/2014 08:00:00 PM","024XX S HOMAN AVE",ASSAULT,SIMPLE,RESIDENCE,TRUE,TRUE,10,41.846590975,-87.710119866
9788886,"09/21/2014 08:00:00 PM","096XX S COMMERCIAL AVE","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE",STREET,FALSE,FALSE,4,41.720152759,-87.551190863
9788921,"09/21/2014 08:00:00 PM","018XX W 58TH ST",THEFT,"$500 AND UNDER","VEHICLE NON-COMMERCIAL",FALSE,FALSE,7,41.788381483,-87.670777611
9789022,"09/21/2014 08:00:00 PM","048XX S LAFLIN ST","MOTOR VEHICLE THEFT",AUTOMOBILE,STREET,FALSE,FALSE,9,41.805478615,-87.662308534
9789170,"09/21/2014 08:00:00 PM","030XX W REDFIELD DR",ROBBERY,"ATTEMPT: ARMED-HANDGUN","PARK PROPERTY",FALSE,FALSE,8,41.76569542,-87.698169208
9789206,"09/21/2014 08:00:00 PM","028XX N WOLCOTT AVE",BURGLARY,"UNLAWFUL ENTRY","DRIVEWAY - RESIDENTIAL",FALSE,FALSE,19,41.932413557,-87.675525719
9789504,"09/21/2014 08:00:00 PM","068XX N OLCOTT AVE",THEFT,"OVER $500",STREET,FALSE,FALSE,16,42.005547889,-87.813843122
9789565,"09/21/2014 08:00:00 PM","081XX S MARYLAND AVE",BATTERY,SIMPLE,"RESIDENTIAL YARD (FRONT/BACK)",FALSE,FALSE,6,41.747103392,-87.603995304
9794770,"09/21/2014 08:00:00 PM","034XX N LAKEWOOD AVE","MOTOR VEHICLE THEFT",AUTOMOBILE,STREET,FALSE,FALSE,19,41.944968832,-87.661391831
9796612,"09/21/2014 08:00:00 PM","020XX W 23RD ST",THEFT,"$500 AND UNDER",RESIDENCE-GARAGE,FALSE,FALSE,10,41.850439158,-87.677716966
9816212,"09/21/2014 08:00:00 PM","004XX E 81ST ST","MOTOR VEHICLE THEFT",AUTOMOBILE,"VEHICLE NON-COMMERCIAL",FALSE,FALSE,6,41.74759315,-87.613334295
9788262,"09/21/2014 07:58:00 PM","003XX W 52ND ST",THEFT,"OVER $500","OTHER RAILROAD PROP / TRAIN DEPOT",FALSE,FALSE,9,41.79987581,-87.633503728
9789508,"09/21/2014 07:58:00 PM","071XX S VINCENNES AVE",ROBBERY,AGGRAVATED,SIDEWALK,FALSE,FALSE,,,
9788219,"09/21/2014 07:55:00 PM","061XX S DR MARTIN LUTHER KING JR DR","OTHER OFFENSE","PAROLE VIOLATION",SIDEWALK,TRUE,FALSE,3,41.782343282,-87.615823872
9788305,"09/21/2014 07:50:00 PM","054XX S WOOD ST",THEFT,"$500 AND UNDER","VACANT LOT/LAND",FALSE,FALSE,9,41.795578627,-87.669632649
9788183,"09/21/2014 07:50:00 PM","002XX S PULASKI RD",NARCOTICS,"POSS: CRACK",SIDEWALK,TRUE,FALSE,11,41.877477215,-87.725410947
9788221,"09/21/2014 07:50:00 PM","001XX N STATE ST",THEFT,"RETAIL THEFT","DEPARTMENT STORE",TRUE,FALSE,1,41.883480076,-87.627730028
9788275,"09/21/2014 07:45:00 PM","003XX E 47TH ST",NARCOTICS,"MANU/DEL:CANNABIS 10GM OR LESS",STREET,TRUE,FALSE,2,41.809456838,-87.618914329
9788195,"09/21/2014 07:45:00 PM","051XX S PULASKI RD","DECEPTIVE PRACTICE","THEFT OF LABOR/SERVICES",RESTAURANT,FALSE,FALSE,8,41.79887226,-87.723176463
9788216,"09/21/2014 07:45:00 PM","041XX S SACRAMENTO AVE",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",SIDEWALK,TRUE,FALSE,9,41.818320643,-87.699296642
9788213,"09/21/2014 07:43:00 PM","033XX N HALSTED ST","PUBLIC PEACE VIOLATION","RECKLESS CONDUCT",STREET,TRUE,FALSE,19,41.9418826,-87.64947843
9788246,"09/21/2014 07:40:00 PM","009XX N CAMPBELL AVE","MOTOR VEHICLE THEFT","CYCLE, SCOOTER, BIKE NO VIN","RESIDENTIAL YARD (FRONT/BACK)",FALSE,FALSE,12,41.897930325,-87.689213128
9788205,"09/21/2014 07:40:00 PM","036XX W DIVERSEY AVE",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",SIDEWALK,TRUE,FALSE,25,41.931778382,-87.71888688
9788215,"09/21/2014 07:40:00 PM","015XX W RANDOLPH ST",BATTERY,"AGG PO HANDS NO/MIN INJURY","PARK PROPERTY",TRUE,FALSE,12,41.884759833,-87.664575379
9788562,"09/21/2014 07:40:00 PM","018XX W 107TH ST",BATTERY,"DOMESTIC BATTERY SIMPLE",APARTMENT,FALSE,TRUE,22,41.699157492,-87.668706251
9788239,"09/21/2014 07:38:00 PM","067XX S MORGAN ST",BATTERY,"DOMESTIC BATTERY SIMPLE",APARTMENT,FALSE,TRUE,7,41.771766847,-87.64958373
9788224,"09/21/2014 07:37:00 PM","022XX E 67TH ST",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",STREET,TRUE,FALSE,3,41.773615258,-87.571316896
9788223,"09/21/2014 07:35:00 PM","022XX N CENTRAL AVE",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",SIDEWALK,TRUE,FALSE,25,41.921555876,-87.765753651
9788307,"09/21/2014 07:35:00 PM","110XX S MICHIGAN AVE","CRIMINAL TRESPASS","TO LAND","SMALL RETAIL STORE",TRUE,FALSE,5,41.693233223,-87.621183177
9789107,"09/21/2014 07:30:00 PM","030XX N RAVENSWOOD AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,19,41.936137887,-87.673208759
9788180,"09/21/2014 07:30:00 PM","036XX W OHIO ST",NARCOTICS,"POSSESSION OF DRUG EQUIPMENT",STREET,TRUE,FALSE,11,41.891881856,-87.717701126
9788227,"09/21/2014 07:30:00 PM","063XX S ROCKWELL ST",ASSAULT,SIMPLE,"RESIDENCE PORCH/HALLWAY",TRUE,TRUE,8,41.777964264,-87.688644204
9788251,"09/21/2014 07:30:00 PM","101XX S AVENUE L",ASSAULT,SIMPLE,STREET,FALSE,FALSE,4,41.711194828,-87.536342025
9788284,"09/21/2014 07:30:00 PM","066XX S CHAMPLAIN AVE","CRIMINAL DAMAGE","TO VEHICLE",STREET,FALSE,FALSE,3,41.773659593,-87.609578469
9788315,"09/21/2014 07:30:00 PM","080XX S COTTAGE GROVE AVE",THEFT,"OVER $500","BAR OR TAVERN",FALSE,FALSE,6,41.748717176,-87.605314612
9788889,"09/21/2014 07:30:00 PM","062XX S DORCHESTER AVE","CRIMINAL DAMAGE","TO VEHICLE",STREET,FALSE,FALSE,3,41.782032579,-87.591533215
9788228,"09/21/2014 07:22:00 PM","055XX S MASSASOIT AVE",ASSAULT,"AGGRAVATED: OTHER DANG WEAPON","RESIDENTIAL YARD (FRONT/BACK)",TRUE,FALSE,8,41.791574012,-87.765776001
9788185,"09/21/2014 07:15:00 PM","083XX S MARYLAND AVE",ASSAULT,SIMPLE,APARTMENT,TRUE,FALSE,6,41.742621496,-87.603925106
9788155,"09/21/2014 07:15:00 PM","081XX S ELLIS AVE","CRIMINAL DAMAGE","TO VEHICLE","VEHICLE NON-COMMERCIAL",FALSE,FALSE,6,41.746685016,-87.600350225
9788169,"09/21/2014 07:14:00 PM","008XX E 79TH ST",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",SIDEWALK,TRUE,FALSE,6,41.751194179,-87.603842721
9788285,"09/21/2014 07:10:00 PM","023XX S ARCHER AVE","MOTOR VEHICLE THEFT","ATT: AUTOMOBILE",STREET,FALSE,FALSE,9,41.849571805,-87.641205908
9788243,"09/21/2014 07:10:00 PM","069XX S SANGAMON ST","CRIMINAL DAMAGE","TO CITY OF CHICAGO PROPERTY","SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,7,41.767348853,-87.648256025
9788232,"09/21/2014 07:07:00 PM","088XX S COTTAGE GROVE AVE","CRIMINAL TRESPASS","TO LAND","RESIDENTIAL YARD (FRONT/BACK)",TRUE,FALSE,6,41.733149636,-87.604592826
9790272,"09/21/2014 07:05:00 PM","005XX N MICHIGAN AVE",THEFT,"RETAIL THEFT","SMALL RETAIL STORE",FALSE,FALSE,18,41.892071373,-87.624017798
9788156,"09/21/2014 07:05:00 PM","064XX S MARYLAND AVE","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS",RESIDENCE,FALSE,FALSE,3,41.778528912,-87.604519242
9788338,"09/21/2014 07:05:00 PM","072XX S GREEN ST",NARCOTICS,"POSS: HEROIN(BRN/TAN)",RESIDENCE,TRUE,FALSE,7,41.761973901,-87.645688814
9788377,"09/21/2014 07:05:00 PM","038XX W GLADYS AVE",NARCOTICS,"POSS: CRACK",STREET,TRUE,FALSE,11,41.87634503,-87.720986045
9792313,"09/21/2014 07:00:00 PM","006XX E 61ST ST","MOTOR VEHICLE THEFT",AUTOMOBILE,STREET,FALSE,FALSE,3,41.78408165,-87.61076658
9788240,"09/21/2014 07:00:00 PM","029XX W FULTON ST",BURGLARY,"UNLAWFUL ENTRY",APARTMENT,FALSE,FALSE,12,41.88638306,-87.700159196
9788465,"09/21/2014 07:00:00 PM","014XX S CANAL ST",BATTERY,"AGGRAVATED: OTHER DANG WEAPON",SIDEWALK,FALSE,FALSE,1,41.863539362,-87.639271114
9788491,"09/21/2014 07:00:00 PM","045XX S OAKENWALD AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,2,41.812377146,-87.594253489
9788493,"09/21/2014 07:00:00 PM","005XX W 65TH ST",THEFT,"$500 AND UNDER",APARTMENT,FALSE,FALSE,7,41.776090576,-87.637487176
9788499,"09/21/2014 07:00:00 PM","022XX N LOREL AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,25,41.921497904,-87.75961045
9788661,"09/21/2014 07:00:00 PM","066XX S KEDVALE AVE",BURGLARY,"FORCIBLE ENTRY",RESIDENCE-GARAGE,FALSE,FALSE,8,41.771558843,-87.726386425
9788739,"09/21/2014 07:00:00 PM","012XX W 95TH PL",THEFT,"OVER $500",STREET,FALSE,FALSE,22,41.720201379,-87.653295449
9788868,"09/21/2014 07:00:00 PM","009XX W ROSCOE ST",THEFT,"FROM BUILDING",APARTMENT,FALSE,FALSE,19,41.943457972,-87.653670298
9788956,"09/21/2014 07:00:00 PM","014XX N CICERO AVE",BURGLARY,"FORCIBLE ENTRY","DEPARTMENT STORE",FALSE,FALSE,25,41.90742356,-87.746202711
9789237,"09/21/2014 07:00:00 PM","053XX S WINCHESTER AVE","CRIMINAL DAMAGE","TO VEHICLE",STREET,FALSE,FALSE,9,41.796629986,-87.673017742
9789480,"09/21/2014 07:00:00 PM","088XX S BURLEY AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,4,41.734680797,-87.545918302
9790597,"09/21/2014 07:00:00 PM","018XX S TROY ST",BATTERY,"DOMESTIC BATTERY SIMPLE",RESIDENCE,FALSE,FALSE,10,41.856876247,-87.704040343
9788238,"09/21/2014 06:55:00 PM","016XX W 59TH ST","OTHER OFFENSE","OTHER VEHICLE OFFENSE",STREET,FALSE,FALSE,7,41.786613631,-87.666417714
9788276,"09/21/2014 06:52:00 PM","044XX S VINCENNES AVE",ROBBERY,"ATTEMPT: ARMED-HANDGUN",STREET,FALSE,FALSE,2,41.814413449,-87.614149111
9788226,"09/21/2014 06:50:00 PM","001XX N STATE ST",THEFT,"RETAIL THEFT","DEPARTMENT STORE",TRUE,FALSE,1,41.883480076,-87.627730028
9789383,"09/21/2014 06:50:00 PM","048XX W WELLINGTON AVE",ASSAULT,SIMPLE,"RESIDENTIAL YARD (FRONT/BACK)",FALSE,TRUE,25,41.935059906,-87.747658293
9801789,"09/21/2014 06:45:00 PM","051XX N MILWAUKEE AVE",THEFT,"RETAIL THEFT","DEPARTMENT STORE",FALSE,FALSE,16,41.974123461,-87.766173438
9792468,"09/21/2014 06:45:00 PM","053XX N WINTHROP AVE",THEFT,"$500 AND UNDER",STREET,FALSE,FALSE,20,41.97926547,-87.658041347
9810904,"09/21/2014 06:42:00 PM","051XX S WESTERN AVE","DECEPTIVE PRACTICE","COUNTERFEIT CHECK","CURRENCY EXCHANGE",FALSE,FALSE,9,41.800912597,-87.684361569
9788178,"09/21/2014 06:40:00 PM","113XX S FOREST AVE",NARCOTICS,"POSS: CANNABIS 30GMS OR LESS",STREET,TRUE,FALSE,5,41.687733074,-87.615807069
9788144,"09/21/2014 06:40:00 PM","052XX W IOWA ST","CRIMINAL DAMAGE","TO PROPERTY",APARTMENT,TRUE,FALSE,15,41.896629677,-87.757974521
9810798,"09/21/2014 06:38:00 PM","051XX S WESTERN AVE","DECEPTIVE PRACTICE","BOGUS CHECK","CURRENCY EXCHANGE",FALSE,FALSE,,,
9789725,"09/21/2014 06:30:00 PM","009XX W WILSON AVE",BATTERY,SIMPLE,SIDEWALK,FALSE,FALSE,,,
9794986,"09/21/2014 06:30:00 PM","087XX S HERMITAGE AVE",THEFT,"FROM BUILDING","ABANDONED BUILDING",FALSE,FALSE,22,41.734159623,-87.666517308
